Number,Digimon,Stage,Type_x,Attribute,Memory,Equip Slots,Lv 50 HP,Lv50 SP,Lv50 Atk,Lv50 Def,Lv50 Int,Lv50 Spd,Move,SP Cost,Type_y,Power,Inheritable,Description
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Final Shining Burst,20,Physical,200,No,"Physical attack, 200 Fire damage to all foes. Decreases ATK by 10%."
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Transcendent Sword,30,Physical,115,No,"Physical attack, 115 Fire damage to all foes."
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Flaming Fist,10,Physical,50,No,"Physical attack, 50 Fire damage to all foes."
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Great Tornado,40,Physical,0,No,"DEF-penetrating attack, double Fire damage to one foe."
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Dragonic Impact,50,Physical,100,No,"Physical attack, 100 Fire damage to all foes. Also knocks back targets."
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Dragon's Roar,25,Physical,55,No,"2 physical attacks, 55 Fire damage to a foe and absorbs 50% of the damage as HP."
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Fist of Athena,50,Physical,0,No,"DEF-penetrating attack, triple Fire damage to one foe. 30% chance of stunning target."
133,SkullMeramon,Ultimate,Data,Fire,12,2,1530,79,183,133,70,113,Plasma Shoot,25,Physical,35,No,"3 physical attacks, 35 Fire damage to all foes."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ice Archery I,3,Physical,65,Yes,"Physical attack, 65 Water damage to one foe. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ice Archery II,6,Physical,85,Yes,"Physical attack, 85 Water damage to one foe. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ice Archery III,9,Physical,105,Yes,"Physical attack, 105 Water damage to one foe. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Hydro Water I,3,Magic,55,Yes,"Magic attack, 55 Water damage to one foe. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Hydro Water II,6,Magic,75,Yes,"Magic attack, 75 Water damage to one foe. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Hydro Water III,9,Magic,95,Yes,"Magic attack, 95 Water damage to one foe. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ocean Wave I,4,Magic,20,Yes,"Magic attack, 20 Water damage to all foes. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ocean Wave II,7,Magic,35,Yes,"Magic attack, 35 Water damage to all foes. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ocean Wave III,10,Magic,65,Yes,"Magic attack, 65 Water damage to all foes. 95% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Idle Bubble,10,Magic,30,Yes,"Magic attack, 30 Water damage to one foe. Inflicts Sleep status effect."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Bubbles,2,Magic,30,No,"Magic attack, 30 Water damage to one foe. 90% accuracy."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Lullaby Bubble,5,Magic,55,No,"Magic attack, 55 Water damage to one foe. 10% chance of putting target to sleep."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Marching Fishes,5,Physical,15,No,"1-3 physical attacks, 15 Water damage to all foes."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Black Pearl Blast,5,Magic,25,No,"Magic attack, 25 Water damage to all foes."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Blazing Ice,5,Magic,60,No,"Magic attack, 60 Water damage to one foe."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Frozen Claw,20,Physical,0,No,"DEF-penetrating attack, Water damage to one foe."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Freeze Fang,10,Physical,85,No,"Physical attack, 85 Water damage to one foe. 10% chance of increasing SPD by 10%."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ice Blast,10,Magic,75,No,"Magic attack, 75 Water damage to one foe. 10% chance of reducing target's SPD by 10%."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Crystal Cloud,10,Magic,30,No,"Magic attack, 30 Water damage to all foes."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Sub-zero Ice Punch,10,Physical,80,No,"Physical attack, 80 Water damage to one foe. 10% chance of stunning target."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Fist of Ice,15,Physical,110,No,"Physical attack, 110 Water damage to one foe. 15% chance of stunning target."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Tidal Wave,15,Magic,65,No,"Magic attack, 65 Water damage to all foes."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Arctic Blizzard,20,Physical,125,No,"Physical attack, 125 Water damage to one foe. 25% chance of stunning target."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Sorrow Blue,40,Magic,0,No,"INT-penetrating attack, Water damage to all foes. 25% chance of putting target to sleep."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Ice Wolf Claw,20,Physical,45,No,"2 physical attacks, 45 Water damage to all foes."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,River of Power,20,Magic,120,No,"Magic attack, 120 Water damage to one foe."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Fenrir Sword,15,Physical,130,No,"Physical attack, 130 Water damage to one foe. 15% chance of instantly killing target."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Odin's Breath,25,Physical,105,No,"Physical attack, 105 Water damage to all foes. 10% chance of putting target to sleep."
134,ShogunGekomon,Ultimate,Virus,Water,12,2,1980,96,113,113,99,97,Supreme Cannon,30,Magic,130,No,"Magic attack, 130 Water damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Wolkenapalm I,3,Physical,65,Yes,"Physical attack, 65 Fire damage to one foe. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Wolkenapalm II,6,Physical,85,Yes,"Physical attack, 85 Fire damage to one foe. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Wolkenapalm III,9,Physical,105,Yes,"Physical attack, 105 Fire damage to one foe. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Burst Flame I,3,Magic,55,Yes,"Magic attack, 55 Fire damage to one foe. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Burst Flame II,6,Magic,75,Yes,"Magic attack, 75 Fire damage to one foe. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Burst Flame III,9,Magic,95,Yes,"Magic attack, 95 Fire damage to one foe. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Meteor Fall I,4,Physical,30,Yes,"Physical attack, 30 Fire damage to all foes. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Meteor Fall II,7,Physical,45,Yes,"Physical attack, 45 Fire damage to all foes. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Meteor Fall III,10,Physical,75,Yes,"Physical attack, 75 Fire damage to all foes. 95% accuracy."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Panic Wisp,10,Magic,30,Yes,"Magic attack, 30 Fire damage to one foe. Inflicts Panic status effect."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Pepper Breath,5,Physical,70,No,"Physical attack, 70 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Spitfire Blast,5,Physical,35,No,"Physical attack, 35 Fire damage to all foes. 10% chance of increasing ATK by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Blue Blaster,5,Physical,65,No,"Physical attack, 65 Fire damage to one foe. 10% chance of reducing target's DEF by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Goblin Strike,5,Physical,65,No,"Physical attack, 65 Fire damage to one foe. 10% chance of stunning target."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Plastic Blaze,5,Physical,60,No,"Physical attack, 60 Fire damage to one foe. 10% chance of reducing target's INT by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Spiral Twister,5,Magic,55,No,"Magic attack, 55 Fire damage to one foe. 10% chance of increasing INT by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Harpoon Torpedo,10,Physical,90,No,"Physical attack, 90 Fire damage to one foe. Always hits."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,D-Grenade,10,Physical,40,No,"Physical attack, 40 Fire damage to all foes. Always hits."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Fox Fire,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of increasing SPD by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Will-o'-Wisp,10,Magic,30,No,"Magic attack, 30 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Exhaust Flame,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of increasing ATK by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Mega Flame,10,Physical,95,No,"Physical attack, 95 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Bit Fire,10,Physical,30,No,"3 physical attacks, 30 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Hyper Heat,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of reducing target's DEF by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Mega Burst,10,Physical,45,No,"Physical attack, 45 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Hyper Cannon,10,Physical,200,No,"Physical attack, 200 Fire damage to one foe. Cannot move from recoil for one turn."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Fire Breath,10,Physical,90,No,"Physical attack, 90 Fire damage to one foe. Tends to critical more often."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Meteor Wing,10,Magic,25,No,"Magic attack, 25 Fire damage to all foes. 10% chance of increasing SPD by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,V-Nova Blast,10,Physical,105,No,"Physical attack, 105 Fire damage to one foe. After use, receive 5% HP damage from recoil."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Burning Fist,10,Physical,80,No,"Physical attack, 80 Fire damage to one foe. 30% chance of increasing ATK by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Spider Shooter,15,Physical,30,No,"4 physical attacks, 30 Fire damage to one foe. 5% chance of reducing target's DEF by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Shadow Wing,15,Magic,65,No,"Magic attack, 65 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Genocidal Gears,15,Physical,60,No,"Physical attack, 60 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Oblivion Bird,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of reducing target's DEF by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Heavy Metal Fire,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of increasing DEF by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Digital Bomb,15,Magic,80,No,"Magic attack, 80 Fire damage to one foe. 5% chance of reducing base stats by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Pit Bomb,15,Magic,105,No,"Magic attack, 105 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Cold Flame,15,Physical,100,No,"Physical attack, 100 Fire damage to one foe. 10% chance of increasing INT by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Smile Bomber,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Always hits."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Genocide Attack,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Tends to critical more often."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Giga Destroyer,15,Physical,115,No,"Physical attack, 115 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Trident Revolver,15,Physical,40,No,"3 physical attacks, 40 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Terra Force,20,Physical,90,No,"Physical attack, 90 Fire damage to all foes. 30% chance of increasing ATK by 20%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Will-O'-Wisp Slash,20,Physical,65,No,"2 physical attacks, 65 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Quake!Blast!Fire!Father!,25,Physical,35,No,"4 physical attacks, 35 Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,GeoGrey Sword,20,Physical,130,No,"Physical attack, 130 Fire damage to one foe. Increases ATK by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Burst Shot,20,Physical,50,No,"2 physical attacks, 50 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Catastrophe Cannon,20,Physical,80,No,"3 physical attacks, 80 Fire damage to a foe. Cannot move from recoil for one turn."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Flame Inferno,25,Magic,90,No,"Magic attack, 90 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Starlight Explosion,20,Magic,80,No,"Magic attack, 80 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Final Shining Burst,20,Physical,200,No,"Physical attack, 200 Fire damage to all foes. Decreases ATK by 10%."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Transcendent Sword,30,Physical,115,No,"Physical attack, 115 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Flaming Fist,10,Physical,50,No,"Physical attack, 50 Fire damage to all foes."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Great Tornado,40,Physical,0,No,"DEF-penetrating attack, double Fire damage to one foe."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Dragonic Impact,50,Physical,100,No,"Physical attack, 100 Fire damage to all foes. Also knocks back targets."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Dragon's Roar,25,Physical,55,No,"2 physical attacks, 55 Fire damage to a foe and absorbs 50% of the damage as HP."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Fist of Athena,50,Physical,0,No,"DEF-penetrating attack, triple Fire damage to one foe. 30% chance of stunning target."
135,DoruGreymon,Ultimate,Data,Fire,14,1,1480,84,161,153,84,116,Plasma Shoot,25,Physical,35,No,"3 physical attacks, 35 Fire damage to all foes."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Heavy Strike I,3,Physical,70,Yes,"Physical attack, 70 Neutral damage to one foe. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Heavy Strike II,6,Physical,90,Yes,"Physical attack, 90 Neutral damage to one foe. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Heavy Strike III,9,Physical,110,Yes,"Physical attack, 110 Neutral damage to one foe. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Power Energy I,3,Magic,60,Yes,"Magic attack, 60 Neutral damage to one foe. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Power Energy II,6,Magic,80,Yes,"Magic attack, 80 Neutral damage to one foe. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Power Energy III,9,Magic,100,Yes,"Magic attack, 100 Neutral damage to one foe. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mach Rush I,4,Physical,35,Yes,"Physical attack, 35 Neutral damage to all foes. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mach Rush II,7,Physical,50,Yes,"Physical attack, 50 Neutral damage to all foes. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mach Rush III,10,Physical,80,Yes,"Physical attack, 80 Neutral damage to all foes. 95% accuracy."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Physical Drain,3,Physical,50,Yes,"Physical attack, 50 Neutral damage to one foe. Absorb 10% SP."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Spirit Drain,3,Magic,40,Yes,"Magic attack, 40 Neutral damage to one foe. Absorb 10% SP."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Character Reversal,10,Magic,30,Yes,"Magic attack, 30 Neutral damage to one foe. Inflicts Bug status effect."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Heal,4,Support,0,Yes,Restores a little HP for one party member.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,X-Heal,8,Support,0,Yes,Restores HP for one party member.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Final Heal,16,Support,0,Yes,Restores a lot of HP for one party member.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Aura,10,Support,0,Yes,Restores a little HP for all party members.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,X-Aura,25,Support,0,Yes,Restores HP for all party members.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Final Aura,40,Support,0,Yes,Restores a lot of HP for all party members.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Revive,30,Support,0,Yes,Revive one fallen party member with 50% HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Perfect Revival,60,Support,0,Yes,Revive all fallen party members with full HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Anti-Poison,4,Support,0,Yes,Recover Poison from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Anti-Panic,4,Support,0,Yes,Recover Panic from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Anti-Paralysis,4,Support,0,Yes,Recover Paralyze from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Anti-Sleep,4,Support,0,Yes,Recover Sleep from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Anti-Stun,4,Support,0,Yes,Recover Stun from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Anti-Dot,4,Support,0,Yes,Recover Dot from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Anti-Bug,4,Support,0,Yes,Recover Bug from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Restore,8,Support,0,Yes,Remove all status effects from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Dispel,8,Support,0,Yes,Remove basic debuffs from one party member and restore some HP.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Attack Charge,6,Support,0,Yes,Increases ATK of one member by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Attack Charge Field,20,Support,0,Yes,Increases ATK of all battle members by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Guard Charge,6,Support,0,Yes,Increases DEF of one member by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Guard Charge Field,20,Support,0,Yes,Increases DEF of all battle members by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mental Charge,6,Support,0,Yes,Increases INT of one member by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mental Charge Field,20,Support,0,Yes,Increases INT of all battle members by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Speed Charge,6,Support,0,Yes,Increases SPD of one member by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Speed Charge Field,20,Support,0,Yes,Increases SPD of all battle members by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Hit Charge,6,Support,0,Yes,Increases ACC of one battle member by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Agility Charge,6,Support,0,Yes,Increases EVA of one battle member by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Critical Charge,6,Support,0,Yes,Increases CRIT of one battle member by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Attack Break,6,Support,0,Yes,Reduces ATK of one enemy by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Attack Break Field,20,Support,0,Yes,Reduces ATK of all enemies by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Guard Break,6,Support,0,Yes,Reduces DEF of one enemy by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Guard Break Field,20,Support,0,Yes,Reduces DEF of all enemies by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mental Break,6,Support,0,Yes,Reduces INT of one enemy by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mental Break Field,20,Support,0,Yes,Reduces INT of all enemies by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Speed Break,6,Support,0,Yes,Reduces SPD of one enemy by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Speed Break Field,20,Support,0,Yes,Reduces SPD of all enemies by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Acceleration Boost,6,Support,0,Yes,Doubles damage output in the next turn.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Cross-Counter,6,Support,0,Yes,Counterattacks the enemy when you receive a physical attack.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Mirror Reflection,6,Support,0,Yes,Counterattacks the enemy when you receive a magic attack.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Status Barrier,16,Support,0,Yes,Make one member immune to all status effects.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Safety Guard,32,Support,0,Yes,Make one member endure all attacks that could kill you once.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Chain Plus,4,Support,0,Yes,Increase COMBO for one member by 50%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Chain Max,8,Support,0,Yes,Increase COMBO for one member by 100%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Chain Minus,4,Support,0,Yes,Reduce COMBO for one enemy by 50%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Chain Loss,8,Support,0,Yes,Reduce COMBO for one enemy by 100%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Escape Dash,0,Support,0,Yes,Flee from a battle.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Summon,5,Fixed,0,No,Fixed damage of 100 to one foe. 30% chance of increasing INT by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Double Backhand,5,Physical,20,No,"2 physical attacks, 20 Neutral damage to all foes."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Little Horn,5,Physical,70,No,"Physical attack, 70 Neutral damage to one foe. 10% chance of reducing target's DEF by 10%."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Metal Cannon,5,Physical,70,No,"Physical attack, 70 Neutral damage to one foe. 30% chance of increasing DEF by 10%."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Veemon Headbutt,5,Physical,75,No,"Physical attack, 75 Neutral damage to one foe."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Dumdum Uppercut,10,Physical,90,No,"Physical attack, 90 Neutral damage to one foe. 10% chance of stunning target."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Chrono Breaker,10,Fixed,0,No,Fixed damage of 150 to one foe. 30% chance of reducing target's SPD by 10%.
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Scissor Claw,20,Physical,0,No,"DEF-penetrating attack, Neutral damage to one foe."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Symphony Crusher,20,Magic,0,No,"INT-penetrating attack, Neutral damage to one foe."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Meteor Shower,10,Physical,40,No,"Physical attack, 40 Neutral damage to all foes. 90% accuracy. Tends to critical more often."
136,Knightmon,Ultimate,Data,Neutral,12,2,1140,109,135,158,123,92,Lightning Paw,10,Fixed,0,No,Fixed damage of 150 to one foe. 60% chance of confusing target.
