Number,Digimon,Stage,Type_x,Attribute,Memory,Equip Slots,Lv 50 HP,Lv50 SP,Lv50 Atk,Lv50 Def,Lv50 Int,Lv50 Spd,Move,SP Cost,Type_y,Power,Inheritable,Description,Efficiency
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Genocidal Gears,15,Physical,60,No,"Physical attack, 60 Fire damage to all foes.",4.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Oblivion Bird,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of reducing target's DEF by 10%.",7.333333333333333
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Heavy Metal Fire,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of increasing DEF by 10%.",7.333333333333333
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Digital Bomb,15,Magic,80,No,"Magic attack, 80 Fire damage to one foe. 5% chance of reducing base stats by 10%.",5.333333333333333
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Pit Bomb,15,Magic,105,No,"Magic attack, 105 Fire damage to one foe.",7.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Cold Flame,15,Physical,100,No,"Physical attack, 100 Fire damage to one foe. 10% chance of increasing INT by 10%.",6.666666666666667
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Smile Bomber,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Always hits.",7.333333333333333
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Genocide Attack,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Tends to critical more often.",7.333333333333333
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Giga Destroyer,15,Physical,115,No,"Physical attack, 115 Fire damage to one foe.",7.666666666666667
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Trident Revolver,15,Physical,40,No,"3 physical attacks, 40 Fire damage to one foe.",2.6666666666666665
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Terra Force,20,Physical,90,No,"Physical attack, 90 Fire damage to all foes. 30% chance of increasing ATK by 20%.",4.5
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Will-O'-Wisp Slash,20,Physical,65,No,"2 physical attacks, 65 Fire damage to one foe.",3.25
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Quake!Blast!Fire!Father!,25,Physical,35,No,"4 physical attacks, 35 Fire damage to one foe.",1.4
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,GeoGrey Sword,20,Physical,130,No,"Physical attack, 130 Fire damage to one foe. Increases ATK by 10%.",6.5
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Burst Shot,20,Physical,50,No,"2 physical attacks, 50 Fire damage to all foes.",2.5
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Catastrophe Cannon,20,Physical,80,No,"3 physical attacks, 80 Fire damage to a foe. Cannot move from recoil for one turn.",4.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Flame Inferno,25,Magic,90,No,"Magic attack, 90 Fire damage to all foes.",3.6
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Starlight Explosion,20,Magic,80,No,"Magic attack, 80 Fire damage to all foes.",4.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Final Shining Burst,20,Physical,200,No,"Physical attack, 200 Fire damage to all foes. Decreases ATK by 10%.",10.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Transcendent Sword,30,Physical,115,No,"Physical attack, 115 Fire damage to all foes.",3.8333333333333335
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Flaming Fist,10,Physical,50,No,"Physical attack, 50 Fire damage to all foes.",5.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Great Tornado,40,Physical,0,No,"DEF-penetrating attack, double Fire damage to one foe.",0.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Dragonic Impact,50,Physical,100,No,"Physical attack, 100 Fire damage to all foes. Also knocks back targets.",2.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Dragon's Roar,25,Physical,55,No,"2 physical attacks, 55 Fire damage to a foe and absorbs 50% of the damage as HP.",2.2
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Fist of Athena,50,Physical,0,No,"DEF-penetrating attack, triple Fire damage to one foe. 30% chance of stunning target.",0.0
152,MetalGreymon,Ultimate,Vaccine,Fire,14,1,1530,84,168,148,80,113,Plasma Shoot,25,Physical,35,No,"3 physical attacks, 35 Fire damage to all foes.",1.4
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Wolkenapalm I,3,Physical,65,Yes,"Physical attack, 65 Fire damage to one foe. 95% accuracy.",21.666666666666668
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Wolkenapalm II,6,Physical,85,Yes,"Physical attack, 85 Fire damage to one foe. 95% accuracy.",14.166666666666666
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Wolkenapalm III,9,Physical,105,Yes,"Physical attack, 105 Fire damage to one foe. 95% accuracy.",11.666666666666666
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Burst Flame I,3,Magic,55,Yes,"Magic attack, 55 Fire damage to one foe. 95% accuracy.",18.333333333333332
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Burst Flame II,6,Magic,75,Yes,"Magic attack, 75 Fire damage to one foe. 95% accuracy.",12.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Burst Flame III,9,Magic,95,Yes,"Magic attack, 95 Fire damage to one foe. 95% accuracy.",10.555555555555555
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Meteor Fall I,4,Physical,30,Yes,"Physical attack, 30 Fire damage to all foes. 95% accuracy.",7.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Meteor Fall II,7,Physical,45,Yes,"Physical attack, 45 Fire damage to all foes. 95% accuracy.",6.428571428571429
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Meteor Fall III,10,Physical,75,Yes,"Physical attack, 75 Fire damage to all foes. 95% accuracy.",7.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Panic Wisp,10,Magic,30,Yes,"Magic attack, 30 Fire damage to one foe. Inflicts Panic status effect.",3.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Pepper Breath,5,Physical,70,No,"Physical attack, 70 Fire damage to one foe.",14.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Spitfire Blast,5,Physical,35,No,"Physical attack, 35 Fire damage to all foes. 10% chance of increasing ATK by 10%.",7.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Blue Blaster,5,Physical,65,No,"Physical attack, 65 Fire damage to one foe. 10% chance of reducing target's DEF by 10%.",13.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Goblin Strike,5,Physical,65,No,"Physical attack, 65 Fire damage to one foe. 10% chance of stunning target.",13.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Plastic Blaze,5,Physical,60,No,"Physical attack, 60 Fire damage to one foe. 10% chance of reducing target's INT by 10%.",12.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Spiral Twister,5,Magic,55,No,"Magic attack, 55 Fire damage to one foe. 10% chance of increasing INT by 10%.",11.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Harpoon Torpedo,10,Physical,90,No,"Physical attack, 90 Fire damage to one foe. Always hits.",9.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,D-Grenade,10,Physical,40,No,"Physical attack, 40 Fire damage to all foes. Always hits.",4.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Fox Fire,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of increasing SPD by 10%.",8.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Will-o'-Wisp,10,Magic,30,No,"Magic attack, 30 Fire damage to all foes.",3.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Exhaust Flame,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of increasing ATK by 10%.",8.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Mega Flame,10,Physical,95,No,"Physical attack, 95 Fire damage to one foe.",9.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Bit Fire,10,Physical,30,No,"3 physical attacks, 30 Fire damage to one foe.",3.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Hyper Heat,10,Physical,85,No,"Physical attack, 85 Fire damage to one foe. 10% chance of reducing target's DEF by 10%.",8.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Mega Burst,10,Physical,45,No,"Physical attack, 45 Fire damage to all foes.",4.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Hyper Cannon,10,Physical,200,No,"Physical attack, 200 Fire damage to one foe. Cannot move from recoil for one turn.",20.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Fire Breath,10,Physical,90,No,"Physical attack, 90 Fire damage to one foe. Tends to critical more often.",9.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Meteor Wing,10,Magic,25,No,"Magic attack, 25 Fire damage to all foes. 10% chance of increasing SPD by 10%.",2.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,V-Nova Blast,10,Physical,105,No,"Physical attack, 105 Fire damage to one foe. After use, receive 5% HP damage from recoil.",10.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Burning Fist,10,Physical,80,No,"Physical attack, 80 Fire damage to one foe. 30% chance of increasing ATK by 10%.",8.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Spider Shooter,15,Physical,30,No,"4 physical attacks, 30 Fire damage to one foe. 5% chance of reducing target's DEF by 10%.",2.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Shadow Wing,15,Magic,65,No,"Magic attack, 65 Fire damage to all foes.",4.333333333333333
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Genocidal Gears,15,Physical,60,No,"Physical attack, 60 Fire damage to all foes.",4.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Oblivion Bird,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of reducing target's DEF by 10%.",7.333333333333333
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Heavy Metal Fire,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. 30% chance of increasing DEF by 10%.",7.333333333333333
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Digital Bomb,15,Magic,80,No,"Magic attack, 80 Fire damage to one foe. 5% chance of reducing base stats by 10%.",5.333333333333333
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Pit Bomb,15,Magic,105,No,"Magic attack, 105 Fire damage to one foe.",7.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Cold Flame,15,Physical,100,No,"Physical attack, 100 Fire damage to one foe. 10% chance of increasing INT by 10%.",6.666666666666667
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Smile Bomber,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Always hits.",7.333333333333333
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Genocide Attack,15,Physical,110,No,"Physical attack, 110 Fire damage to one foe. Tends to critical more often.",7.333333333333333
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Giga Destroyer,15,Physical,115,No,"Physical attack, 115 Fire damage to one foe.",7.666666666666667
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Trident Revolver,15,Physical,40,No,"3 physical attacks, 40 Fire damage to one foe.",2.6666666666666665
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Terra Force,20,Physical,90,No,"Physical attack, 90 Fire damage to all foes. 30% chance of increasing ATK by 20%.",4.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Will-O'-Wisp Slash,20,Physical,65,No,"2 physical attacks, 65 Fire damage to one foe.",3.25
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Quake!Blast!Fire!Father!,25,Physical,35,No,"4 physical attacks, 35 Fire damage to one foe.",1.4
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,GeoGrey Sword,20,Physical,130,No,"Physical attack, 130 Fire damage to one foe. Increases ATK by 10%.",6.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Burst Shot,20,Physical,50,No,"2 physical attacks, 50 Fire damage to all foes.",2.5
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Catastrophe Cannon,20,Physical,80,No,"3 physical attacks, 80 Fire damage to a foe. Cannot move from recoil for one turn.",4.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Flame Inferno,25,Magic,90,No,"Magic attack, 90 Fire damage to all foes.",3.6
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Starlight Explosion,20,Magic,80,No,"Magic attack, 80 Fire damage to all foes.",4.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Final Shining Burst,20,Physical,200,No,"Physical attack, 200 Fire damage to all foes. Decreases ATK by 10%.",10.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Transcendent Sword,30,Physical,115,No,"Physical attack, 115 Fire damage to all foes.",3.8333333333333335
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Flaming Fist,10,Physical,50,No,"Physical attack, 50 Fire damage to all foes.",5.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Great Tornado,40,Physical,0,No,"DEF-penetrating attack, double Fire damage to one foe.",0.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Dragonic Impact,50,Physical,100,No,"Physical attack, 100 Fire damage to all foes. Also knocks back targets.",2.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Dragon's Roar,25,Physical,55,No,"2 physical attacks, 55 Fire damage to a foe and absorbs 50% of the damage as HP.",2.2
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Fist of Athena,50,Physical,0,No,"DEF-penetrating attack, triple Fire damage to one foe. 30% chance of stunning target.",0.0
153,MetalGreymon (Blue),Ultimate,Virus,Fire,14,1,1670,84,173,143,69,110,Plasma Shoot,25,Physical,35,No,"3 physical attacks, 35 Fire damage to all foes.",1.4
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Nanomachine Break I,3,Physical,65,Yes,"Physical attack, 65 Thunder damage to one foe. 95% accuracy.",21.666666666666668
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Nanomachine Break II,6,Physical,85,Yes,"Physical attack, 85 Thunder damage to one foe. 95% accuracy.",14.166666666666666
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Nanomachine Break III,9,Physical,105,Yes,"Physical attack, 105 Thunder damage to one foe. 95% accuracy.",11.666666666666666
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Heaven's Thunder I,3,Magic,55,Yes,"Magic attack, 55 Thunder damage to one foe. 95% accuracy.",18.333333333333332
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Heaven's Thunder II,6,Magic,75,Yes,"Magic attack, 75 Thunder damage to one foe. 95% accuracy.",12.5
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Heaven's Thunder III,9,Magic,95,Yes,"Magic attack, 95 Thunder damage to one foe. 95% accuracy.",10.555555555555555
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Thunder Fall I,4,Physical,30,Yes,"Physical attack, 30 Thunder damage to all foes. 95% accuracy.",7.5
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Thunder Fall II,7,Physical,45,Yes,"Physical attack, 45 Thunder damage to all foes. 95% accuracy.",6.428571428571429
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Thunder Fall III,10,Physical,75,Yes,"Physical attack, 75 Thunder damage to all foes. 95% accuracy.",7.5
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Ripping Net,10,Physical,40,Yes,"Physical attack, 40 Thunder damage to one foe. Inflicts Paralyze status effect.",4.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Thunder Cloud,5,Magic,30,No,"2 magic attacks, 30 Electric damage to one foe.",6.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Electric Stun Blast,5,Physical,65,No,"Physical attack, 65 Electric damage to one foe. 15% chance of paralyzing target.",13.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Super Shocker,5,Magic,60,No,"Magic attack, 60 Electric damage to one foe.",12.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Electric Shock,5,Magic,55,No,"Magic attack, 55 Electric damage to one foe. 10% chance of paralyzing target.",11.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Thunder Cloud II,10,Magic,75,No,"Magic attack, 75 Electric damage to one foe. 10% chance of paralyzing target.",7.5
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Electro Shocker,10,Magic,80,No,"Magic attack, 80 Electric damage to one foe.",8.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Turbo Stinger,10,Physical,25,No,"4 physical attacks, 25 Electric damage to one foe.",2.5
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Horn Buster,30,Magic,0,No,"INT-penetrating attack, double Electric damage to one foe.",0.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Spiral Sword,15,Physical,110,No,"Physical attack, 110 Electric damage to one foe. Tends to critical more often.",7.333333333333333
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Nitro Stinger,30,Physical,0,No,"DEF-penetrating attack, double Electric damage to one foe.",0.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Vulcan's Hammer,15,Physical,115,No,"Physical attack, 115 Electric damage to one foe.",7.666666666666667
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Lightning Javelin,15,Magic,105,No,"Magic attack, 105 Electric damage to one foe.",7.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Atomic Blaster,15,Physical,250,No,"Physical attack, 250 Electric damage to one foe. Cannot move from recoil for one turn.",16.666666666666668
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Nuclear Laser,30,Physical,0,No,"DEF-penetrating attack, Electric damage to one foe. 30% chance of increasing DEF by 10%.",0.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Energy Bomb,15,Magic,100,No,"Magic attack, 100 Electric damage to one foe. Always hits.",6.666666666666667
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Golden Triangle I,15,Magic,90,No,"Magic attack, 90 Electric damage to one foe. 5% chance of increasing base stats by 10%.",6.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Brain Rupture,20,Magic,115,No,"Magic attack, 115 Electric damage to one foe. 20% chance of confusing target.",5.75
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Mach Stinger V,20,Physical,20,No,"6 physical attacks, 20 Electric damage to one foe. Tends to critical more often.",1.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Atomic Ray,20,Physical,125,No,"Physical attack, 125 Electric damage to one foe. 20% chance of stunning target.",6.25
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Giga Blaster,20,Magic,120,No,"Magic attack, 120 Electric damage to one foe.",6.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Infinity Cannon,20,Physical,115,No,"Physical attack, 115 Electric damage to all foes. 80% accuracy.",5.75
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Terrors Cluster,20,Physical,125,No,"Physical attack, 125 Electric damage to one foe. 25% chance of paralyzing target.",6.25
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Celestial Blade,20,Magic,80,No,"Magic attack, 80 Electric damage to all foes.",4.0
154,MetalTyrannomon,Ultimate,Virus,Electric,12,2,1090,104,130,178,118,92,Lightning Spear,40,Magic,0,No,"INT-penetrating attack, double Electric damage to one foe. Tends to critical more often.",0.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Nanomachine Break I,3,Physical,65,Yes,"Physical attack, 65 Thunder damage to one foe. 95% accuracy.",21.666666666666668
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Nanomachine Break II,6,Physical,85,Yes,"Physical attack, 85 Thunder damage to one foe. 95% accuracy.",14.166666666666666
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Nanomachine Break III,9,Physical,105,Yes,"Physical attack, 105 Thunder damage to one foe. 95% accuracy.",11.666666666666666
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Heaven's Thunder I,3,Magic,55,Yes,"Magic attack, 55 Thunder damage to one foe. 95% accuracy.",18.333333333333332
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Heaven's Thunder II,6,Magic,75,Yes,"Magic attack, 75 Thunder damage to one foe. 95% accuracy.",12.5
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Heaven's Thunder III,9,Magic,95,Yes,"Magic attack, 95 Thunder damage to one foe. 95% accuracy.",10.555555555555555
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Thunder Fall I,4,Physical,30,Yes,"Physical attack, 30 Thunder damage to all foes. 95% accuracy.",7.5
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Thunder Fall II,7,Physical,45,Yes,"Physical attack, 45 Thunder damage to all foes. 95% accuracy.",6.428571428571429
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Thunder Fall III,10,Physical,75,Yes,"Physical attack, 75 Thunder damage to all foes. 95% accuracy.",7.5
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Ripping Net,10,Physical,40,Yes,"Physical attack, 40 Thunder damage to one foe. Inflicts Paralyze status effect.",4.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Thunder Cloud,5,Magic,30,No,"2 magic attacks, 30 Electric damage to one foe.",6.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Electric Stun Blast,5,Physical,65,No,"Physical attack, 65 Electric damage to one foe. 15% chance of paralyzing target.",13.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Super Shocker,5,Magic,60,No,"Magic attack, 60 Electric damage to one foe.",12.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Electric Shock,5,Magic,55,No,"Magic attack, 55 Electric damage to one foe. 10% chance of paralyzing target.",11.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Thunder Cloud II,10,Magic,75,No,"Magic attack, 75 Electric damage to one foe. 10% chance of paralyzing target.",7.5
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Electro Shocker,10,Magic,80,No,"Magic attack, 80 Electric damage to one foe.",8.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Turbo Stinger,10,Physical,25,No,"4 physical attacks, 25 Electric damage to one foe.",2.5
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Horn Buster,30,Magic,0,No,"INT-penetrating attack, double Electric damage to one foe.",0.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Spiral Sword,15,Physical,110,No,"Physical attack, 110 Electric damage to one foe. Tends to critical more often.",7.333333333333333
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Nitro Stinger,30,Physical,0,No,"DEF-penetrating attack, double Electric damage to one foe.",0.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Vulcan's Hammer,15,Physical,115,No,"Physical attack, 115 Electric damage to one foe.",7.666666666666667
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Lightning Javelin,15,Magic,105,No,"Magic attack, 105 Electric damage to one foe.",7.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Atomic Blaster,15,Physical,250,No,"Physical attack, 250 Electric damage to one foe. Cannot move from recoil for one turn.",16.666666666666668
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Nuclear Laser,30,Physical,0,No,"DEF-penetrating attack, Electric damage to one foe. 30% chance of increasing DEF by 10%.",0.0
155,MetalMamemon,Ultimate,Data,Electric,10,3,1040,99,123,153,128,103,Energy Bomb,15,Magic,100,No,"Magic attack, 100 Electric damage to one foe. Always hits.",6.666666666666667
